BookingReference,Created Date,Reference,Attendee Status,Attended,Event Code
B1291890,14/08/2024,A1366445,Attending,Yes,GP24
B1291891,14/08/2024,A1366446,Attending,Yes,GP24
B1291892,14/08/2024,A1366447,Attending,Yes,GP24
B1291893,14/08/2024,A1366448,Attending,Yes,GP24
B1292010,15/08/2024,A1366571,Attending,Yes,GP24
B1292011,15/08/2024,A1366572,Attending,Yes,GP24
B1292084,16/08/2024,A1366649,Attending,Yes,GP24
B1292357,20/08/2024,A1366927,Cancelled,,GP24
B1292534,22/08/2024,A1367106,Attending,Yes,GP24
B1292538,22/08/2024,A1367110,Cancelled,,GP24
B1292553,22/08/2024,A1367125,Attending,Yes,GP24
B1292607,22/08/2024,A1367179,Attending,Yes,GP24
B1292608,22/08/2024,A1367180,Attending,Yes,GP24
B1292613,22/08/2024,A1367185,Cancelled,,GP24
B1292619,22/08/2024,A1367191,Attending,Yes,GP24
B1292622,22/08/2024,A1367194,Attending,Yes,GP24
B1292623,22/08/2024,A1367195,Attending,Yes,GP24
B1292631,22/08/2024,A1367203,Attending,Yes,GP24
B1292633,22/08/2024,A1367205,Attending,Yes,GP24
B1292635,22/08/2024,A1367207,Cancelled,,GP24
B1292672,23/08/2024,A1367245,Attending,Yes,GP24
B1292677,23/08/2024,A1367250,Cancelled,,GP24
B1292679,23/08/2024,A1367252,Attending,Yes,GP24
B1292951,27/08/2024,A1367527,Cancelled,,GP24
B1292952,27/08/2024,A1367528,Attending,Yes,GP24
B1292953,27/08/2024,A1367529,Cancelled,,GP24
B1292962,27/08/2024,A1367538,Attending,Yes,GP24
B1292991,27/08/2024,A1367568,Attending,Yes,GP24
B1293054,28/08/2024,A1367631,Attending,Yes,GP24
B1293059,28/08/2024,A1367636,Attending,Yes,GP24
B1293064,28/08/2024,A1367641,Attending,Yes,GP24
B1293066,28/08/2024,A1367643,Attending,No,GP24
B1293082,28/08/2024,A1367660,Attending,Yes,GP24
B1293084,28/08/2024,A1367662,Attending,Yes,GP24
B1293118,29/08/2024,A1367700,Attending,Yes,GP24
B1293121,29/08/2024,A1367703,Cancelled,,GP24
B1293122,29/08/2024,A1367704,Cancelled,,GP24
B1293123,29/08/2024,A1367705,Attending,Yes,GP24
B1293124,29/08/2024,A1367706,Attending,Yes,GP24
B1293125,29/08/2024,A1367707,Attending,Yes,GP24
B1293126,29/08/2024,A1367708,Attending,Yes,GP24
B1293127,29/08/2024,A1367709,Attending,Yes,GP24
B1293129,29/08/2024,A1367711,Attending,Yes,GP24
B1293132,29/08/2024,A1367714,Attending,Yes,GP24
B1293133,29/08/2024,A1367715,Attending,Yes,GP24
B1293159,29/08/2024,A1367741,Attending,Yes,GP24
B1293162,29/08/2024,A1367744,Attending,Yes,GP24
B1293170,29/08/2024,A1367752,Attending,Yes,GP24
B1293175,29/08/2024,A1367759,Attending,Yes,GP24
B1293259,30/08/2024,A1367844,Attending,Yes,GP24
B1293261,30/08/2024,A1367846,Attending,Yes,GP24
B1293262,30/08/2024,A1367847,Attending,Yes,GP24
B1293295,30/08/2024,A1367880,Attending,Yes,GP24
B1293302,30/08/2024,A1367887,Attending,Yes,GP24
B1293306,30/08/2024,A1367891,Attending,No,GP24
B1293308,30/08/2024,A1367893,Attending,Yes,GP24
B1293546,03/09/2024,A1368141,Attending,Yes,GP24
B1293548,03/09/2024,A1368143,Attending,No,GP24
B1293553,03/09/2024,A1368148,Attending,Yes,GP24
B1293555,03/09/2024,A1368150,Attending,Yes,GP24
B1293577,03/09/2024,A1368173,Attending,Yes,GP24
B1293578,03/09/2024,A1368174,Attending,Yes,GP24
B1293608,03/09/2024,A1368204,Attending,Yes,GP24
B1293670,04/09/2024,A1368273,Attending,Yes,GP24
B1293724,04/09/2024,A1368327,Attending,Yes,GP24
B1293733,04/09/2024,A1368336,Attending,Yes,GP24
B1293867,05/09/2024,A1368471,Attending,Yes,GP24
B1293884,05/09/2024,A1368488,Attending,Yes,GP24
B1293886,05/09/2024,A1368490,Attending,Yes,GP24
B1293887,05/09/2024,A1368491,Attending,Yes,GP24
B1293890,05/09/2024,A1368494,Attending,Yes,GP24
B1293892,05/09/2024,A1368499,Attending,Yes,GP24
B1293897,05/09/2024,A1368504,Attending,Yes,GP24
B1293898,05/09/2024,A1368505,Attending,Yes,GP24
B1294175,09/09/2024,A1368817,Attending,Yes,GP24
B1294182,09/09/2024,A1368824,Attending,Yes,GP24
B1294205,09/09/2024,A1368849,Attending,Yes,GP24
B1294205,09/09/2024,A1368850,Attending,Yes,GP24
B1294205,09/09/2024,A1368851,Attending,No,GP24
B1294205,09/09/2024,A1368852,Attending,No,GP24
B1294480,10/09/2024,A1369129,Attending,Yes,GP24
B1294638,11/09/2024,A1369288,Attending,Yes,GP24
B1294639,11/09/2024,A1369289,Attending,Yes,GP24
B898762,02/11/2020,A966607,Attending,,D21
B898773,02/11/2020,A966618,Attending,,D21
B917395,05/01/2021,A985258,Attending,,D21
B933579,29/01/2021,A1001484,Attending,,D21
B943256,17/02/2021,A1011194,Attending,,D21
B960506,18/03/2021,A1028578,Attending,,D21
B961231,19/03/2021,A1029314,Attending,,D21
B967548,12/04/2021,A1035654,Attending,,D21
B968144,13/04/2021,A1036253,Attending,Yes,D21
B972169,20/04/2021,A1040289,Attending,Yes,D21
B975239,27/04/2021,A1043372,Attending,,D21
B975802,28/04/2021,A1043939,Attending,Yes,D21
B976838,30/04/2021,A1044979,Attending,,D21
B978920,06/05/2021,A1047064,Attending,,D21
B986930,27/05/2021,A1055120,Attending,,D21
B986939,27/05/2021,A1055129,Attending,,D21
B988340,02/06/2021,A1056533,Attending,,D21
B988340,02/06/2021,A1056534,Attending,Yes,D21
B988340,02/06/2021,A1056535,Attending,Yes,D21
B988340,02/06/2021,A1056536,Attending,,D21
B988340,02/06/2021,A1056537,Attending,,D21
B988340,02/06/2021,A1056538,Attending,Yes,D21
B988340,02/06/2021,A1056539,Attending,,D21
B988844,03/06/2021,A1057044,Attending,Yes,D21
B988844,03/06/2021,A1057045,Attending,,D21
B988844,23/11/2021,A1102994,Attending,Yes,D21
B988924,03/06/2021,A1057125,Attending,,D21
B994557,22/06/2021,A1062769,Attending,Yes,D21
B995812,28/06/2021,A1064027,Attending,,D21
B998989,03/08/2021,A1067260,Attending,Yes,D21
B999583,13/08/2021,A1067862,Attending,,D21
B1000316,24/08/2021,A1068599,Attending,,D21
B1000349,24/08/2021,A1068633,Attending,,D21
B1000531,27/08/2021,A1068819,Attending,,D21
B1001306,03/09/2021,A1069604,Attending,Yes,D21
B1001805,07/09/2021,A1070111,Attending,Yes,D21
B1001805,07/09/2021,A1070112,Attending,,D21
B1001922,07/09/2021,A1070230,Attending,,D21
B1002960,15/09/2021,A1071282,Attending,Yes,D21
B1003033,15/09/2021,A1071356,Attending,,D21
B1003412,17/09/2021,A1071738,Attending,,D21
B1003463,17/09/2021,A1071789,Attending,,D21
B1004186,21/09/2021,A1072513,Attending,Yes,D21
B1004259,21/09/2021,A1072587,Attending,,D21
B1004261,21/09/2021,A1072589,Attending,Yes,D21
B1004264,21/09/2021,A1072592,Attending,,D21
B1004265,21/09/2021,A1072593,Attending,,D21
B1004266,21/09/2021,A1072594,Attending,,D21
B1004274,21/09/2021,A1072602,Attending,,D21
B1004277,21/09/2021,A1072605,Attending,Yes,D21
B1004279,21/09/2021,A1072607,Attending,,D21
B1004283,21/09/2021,A1072611,Attending,,D21
B1004285,21/09/2021,A1072613,Attending,Yes,D21
B1004291,21/09/2021,A1072619,Attending,,D21
B1004296,21/09/2021,A1072624,Attending,,D21
B1004298,21/09/2021,A1072626,Attending,,D21
B1004299,21/09/2021,A1072627,Attending,Yes,D21
B1004310,21/09/2021,A1072638,Attending,,D21
B1004322,21/09/2021,A1072650,Attending,,D21
B1004335,21/09/2021,A1072663,Attending,,D21
B1004351,21/09/2021,A1072679,Attending,Yes,D21
B1004357,21/09/2021,A1072685,Attending,Yes,D21
B1004556,22/09/2021,A1072884,Attending,,D21
B1004579,22/09/2021,A1072907,Attending,,D21
B1004588,22/09/2021,A1072916,Attending,,D21
B1004591,22/09/2021,A1072919,Attending,,D21
B1004646,22/09/2021,A1072974,Attending,Yes,D21
B1004678,22/09/2021,A1073006,Attending,,D21
B1004692,22/09/2021,A1073020,Attending,Yes,D21
B1004721,22/09/2021,A1073049,Attending,,D21
B1004744,22/09/2021,A1073072,Attending,Yes,D21
B1004950,23/09/2021,A1073278,Attending,,D21
B1004967,23/09/2021,A1073295,Attending,,D21
B1005066,23/09/2021,A1073394,Attending,Yes,D21
B1005105,23/09/2021,A1073433,Attending,Yes,D21
B1006259,27/09/2021,A1074587,Attending,,D21
B1006346,27/09/2021,A1074674,Attending,,D21
B1006818,28/09/2021,A1075146,Attending,,D21
B1007396,29/09/2021,A1075724,Attending,Yes,D21
B1007436,29/09/2021,A1075764,Attending,,D21
B1007553,29/09/2021,A1075881,Attending,,D21
B1007927,30/09/2021,A1076256,Attending,,D21
B1008036,30/09/2021,A1076365,Attending,Yes,D21
B1008041,30/09/2021,A1076370,Attending,Yes,D21
B1008104,30/09/2021,A1076433,Attending,,D21
B1008105,30/09/2021,A1076434,Attending,,D21
B1008107,30/09/2021,A1076436,Attending,Yes,D21
B1010166,04/10/2021,A1078497,Attending,Yes,D21
B1010187,04/10/2021,A1078518,Attending,Yes,D21
B1010190,04/10/2021,A1078521,Attending,Yes,D21
B1010585,04/10/2021,A1078916,Attending,,D21
B1010614,04/10/2021,A1078945,Attending,,D21
B1011595,05/10/2021,A1079926,Attending,,D21
B1012076,05/10/2021,A1080407,Attending,,D21
B1012087,05/10/2021,A1080418,Attending,Yes,D21
B1012099,05/10/2021,A1080430,Attending,Yes,D21
B1012124,05/10/2021,A1080455,Attending,,D21
B1012198,05/10/2021,A1080529,Attending,,D21
B1012667,06/10/2021,A1080998,Attending,,D21
B1012688,06/10/2021,A1081019,Attending,Yes,D21
B1012796,06/10/2021,A1081127,Attending,,D21
B1012863,06/10/2021,A1081194,Attending,,D21
B1012894,06/10/2021,A1081225,Attending,Yes,D21
B1013475,07/10/2021,A1081806,Attending,,D21
B1013691,07/10/2021,A1082023,Attending,Yes,D21
B1014039,08/10/2021,A1082371,Attending,Yes,D21
B1014276,08/10/2021,A1082608,Attending,,D21
B1015070,11/10/2021,A1083402,Attending,Yes,D21
B1015089,11/10/2021,A1083421,Attending,,D21
B1015570,12/10/2021,A1083903,Attending,,D21
B1015655,12/10/2021,A1083988,Attending,,D21
B1015707,12/10/2021,A1084040,Attending,Yes,D21
B1015708,12/10/2021,A1084041,Attending,Yes,D21
B1015730,12/10/2021,A1084063,Attending,Yes,D21
B1015778,12/10/2021,A1084111,Attending,,D21
B1015794,12/10/2021,A1084127,Attending,,D21
B1015799,12/10/2021,A1084132,Attending,Yes,D21
B1016110,13/10/2021,A1084443,Attending,Yes,D21
B1016247,13/10/2021,A1084580,Attending,,D21
B1016275,13/10/2021,A1084608,Attending,Yes,D21
B1016366,13/10/2021,A1084699,Attending,,D21
B1016366,13/10/2021,A1084700,Attending,,D21
B1016381,13/10/2021,A1084715,Attending,,D21
B1016394,13/10/2021,A1084728,Attending,Yes,D21
B1017106,14/10/2021,A1085440,Attending,,D21
B1017112,14/10/2021,A1085446,Attending,,D21
B1017116,14/10/2021,A1085450,Attending,,D21
B1017124,14/10/2021,A1085458,Attending,,D21
B1017126,14/10/2021,A1085460,Attending,,D21
B1017130,14/10/2021,A1085464,Attending,,D21
B1017130,14/10/2021,A1085465,Attending,Yes,D21
B1017153,14/10/2021,A1085488,Attending,Yes,D21
B1017174,14/10/2021,A1085509,Attending,Yes,D21
B1017187,14/10/2021,A1085522,Attending,,D21
B1017199,14/10/2021,A1085534,Attending,Yes,D21
B1017261,14/10/2021,A1085596,Attending,,D21
B1017290,14/10/2021,A1085625,Attending,Yes,D21
B1017345,14/10/2021,A1085680,Attending,,D21
B1017409,14/10/2021,A1085744,Attending,,D21
B1017760,15/10/2021,A1086095,Attending,,D21
B1018783,18/10/2021,A1087121,Attending,,D21
B1018808,18/10/2021,A1087146,Attending,,D21
B1019659,19/10/2021,A1087999,Attending,Yes,D21
B1019904,19/10/2021,A1088244,Attending,,D21
B1020283,20/10/2021,A1088623,Attending,,D21
B1020514,20/10/2021,A1088854,Attending,Yes,D21
B1020665,20/10/2021,A1089005,Attending,Yes,D21
B1020684,20/10/2021,A1089024,Attending,,D21
B1020715,20/10/2021,A1089055,Attending,,D21
B1020744,20/10/2021,A1089084,Attending,,D21
B1020962,21/10/2021,A1089302,Attending,,D21
B1021131,21/10/2021,A1089471,Attending,,D21
B1021203,21/10/2021,A1089543,Attending,,D21
B1021431,22/10/2021,A1089771,Attending,,D21
B1021520,22/10/2021,A1089860,Attending,Yes,D21
B1022316,25/10/2021,A1090660,Attending,,D21
B1022404,25/10/2021,A1090751,Attending,Yes,D21
B1022457,25/10/2021,A1090806,Attending,,D21
B1022634,25/10/2021,A1090991,Attending,,D21
B1022638,25/10/2021,A1090995,Attending,,D21
B1022642,25/10/2021,A1090999,Attending,,D21
B1022645,25/10/2021,A1091002,Attending,,D21
B1023225,26/10/2021,A1091586,Attending,,D21
B1023318,26/10/2021,A1091679,Attending,,D21
B1023727,27/10/2021,A1092088,Attending,,D21
B1023737,27/10/2021,A1092098,Attending,Yes,D21
B1023750,27/10/2021,A1092111,Attending,,D21
B1023761,27/10/2021,A1092122,Attending,,D21
B1023762,27/10/2021,A1092123,Attending,Yes,D21
B1023769,27/10/2021,A1092130,Attending,,D21
B1023780,27/10/2021,A1092141,Attending,Yes,D21
B1023801,27/10/2021,A1092162,Attending,,D21
B1023809,27/10/2021,A1092170,Attending,,D21
B1023818,27/10/2021,A1092179,Attending,,D21
B1023842,27/10/2021,A1092203,Attending,,D21
B1023868,27/10/2021,A1092229,Attending,Yes,D21
B1023884,27/10/2021,A1092245,Attending,,D21
B1023970,27/10/2021,A1092331,Attending,Yes,D21
B1024286,28/10/2021,A1092647,Attending,Yes,D21
B1024289,28/10/2021,A1092650,Attending,Yes,D21
B1024293,28/10/2021,A1092654,Attending,Yes,D21
B1024297,28/10/2021,A1092658,Attending,,D21
B1024298,28/10/2021,A1092659,Attending,,D21
B1024299,28/10/2021,A1092660,Attending,,D21
B1024301,28/10/2021,A1092662,Attending,,D21
B1024302,28/10/2021,A1092663,Attending,Yes,D21
B1024303,28/10/2021,A1092664,Attending,,D21
B1024357,28/10/2021,A1092718,Attending,,D21
B1024412,28/10/2021,A1092773,Attending,,D21
B1024465,28/10/2021,A1092826,Attending,Yes,D21
B1024557,28/10/2021,A1092918,Attending,,D21
B1024715,29/10/2021,A1093076,Attending,,D21
B1024871,29/10/2021,A1093232,Attending,Yes,D21
B1024899,29/10/2021,A1093260,Attending,,D21
B1025336,31/10/2021,A1093697,Attending,,D21
B1025683,01/11/2021,A1094044,Attending,Yes,D21
B1025684,01/11/2021,A1094045,Attending,Yes,D21
B1025686,01/11/2021,A1094047,Attending,,D21
B1025695,01/11/2021,A1094056,Attending,Yes,D21
B1026352,02/11/2021,A1094715,Attending,Yes,D21
B1026598,03/11/2021,A1094962,Attending,Yes,D21
B1026670,03/11/2021,A1095034,Attending,,D21
B1026929,03/11/2021,A1095304,Attending,,D21
B1026933,03/11/2021,A1095308,Attending,,D21
B1026935,03/11/2021,A1095310,Attending,,D21
B1026936,03/11/2021,A1095311,Attending,,D21
B1027165,04/11/2021,A1095570,Attending,Yes,D21
B1027305,04/11/2021,A1095728,Attending,Yes,D21
B1028039,05/11/2021,A1096507,Attending,Yes,D21
B1028050,05/11/2021,A1096518,Attending,,D21
B1028068,05/11/2021,A1096540,Attending,,D21
B1028086,05/11/2021,A1096558,Attending,Yes,D21
B1028087,05/11/2021,A1096559,Attending,,D21
B1028100,05/11/2021,A1096572,Attending,Yes,D21
B1028115,05/11/2021,A1096587,Attending,,D21
B1028135,05/11/2021,A1096607,Attending,,D21
B1028157,05/11/2021,A1096629,Attending,,D21
B1028860,08/11/2021,A1097365,Attending,Yes,D21
B1029176,08/11/2021,A1097694,Attending,Yes,D21
B1029176,08/11/2021,A1097695,Attending,Yes,D21
B1029176,08/11/2021,A1097696,Attending,,D21
B1029458,09/11/2021,A1097991,Attending,,D21
B1029551,09/11/2021,A1098085,Attending,,D21
B1029570,09/11/2021,A1098104,Attending,,D21
B1029573,09/11/2021,A1098107,Attending,Yes,D21
B1029588,09/11/2021,A1098126,Attending,,D21
B1029608,09/11/2021,A1098146,Attending,,D21
B1029636,09/11/2021,A1098174,Attending,,D21
B1029669,09/11/2021,A1098207,Attending,Yes,D21
B1029669,09/11/2021,A1098208,Attending,Yes,D21
B1029669,09/11/2021,A1098209,Attending,Yes,D21
B1029669,09/11/2021,A1098210,Attending,Yes,D21
B1029683,09/11/2021,A1098224,Attending,,D21
B1029805,09/11/2021,A1098353,Attending,,D21
B1029969,10/11/2021,A1098522,Attending,Yes,D21
B1029997,10/11/2021,A1098552,Attending,Yes,D21
B1029997,10/11/2021,A1098553,Attending,Yes,D21
B1029998,10/11/2021,A1098554,Attending,,D21
B1030010,10/11/2021,A1098568,Attending,Yes,D21
B1030164,10/11/2021,A1098727,Attending,,D21
B1030165,10/11/2021,A1098728,Attending,Yes,D21
B1030167,10/11/2021,A1098730,Attending,,D21
B1030196,10/11/2021,A1098759,Attending,Yes,D21
B1030197,10/11/2021,A1098760,Attending,,D21
B1030199,10/11/2021,A1098762,Attending,Yes,D21
B1030201,10/11/2021,A1098764,Attending,Yes,D21
B1030203,10/11/2021,A1098766,Attending,Yes,D21
B1030208,10/11/2021,A1098773,Attending,Yes,D21
B1030213,10/11/2021,A1098778,Attending,,D21
B1030249,10/11/2021,A1098816,Attending,Yes,D21
B1030294,10/11/2021,A1098863,Attending,Yes,D21
B1030344,10/11/2021,A1098913,Attending,Yes,D21
B1030344,10/11/2021,A1098914,Attending,Yes,D21
B1030378,10/11/2021,A1098948,Attending,,D21
B1030533,11/11/2021,A1099109,Attending,,D21
B1030619,11/11/2021,A1099197,Attending,,D21
B1030624,11/11/2021,A1099202,Attending,,D21
B1030638,11/11/2021,A1099216,Attending,Yes,D21
B1030664,11/11/2021,A1099243,Attending,,D21
B1030667,11/11/2021,A1099246,Attending,Yes,D21
B1030670,11/11/2021,A1099249,Attending,,D21
B1030672,11/11/2021,A1099251,Attending,,D21
B1030676,11/11/2021,A1099255,Attending,,D21
B1030679,11/11/2021,A1099258,Attending,Yes,D21
B1030680,11/11/2021,A1099259,Attending,,D21
B1030682,11/11/2021,A1099261,Attending,Yes,D21
B1030692,11/11/2021,A1099273,Attending,,D21
B1030695,11/11/2021,A1099276,Attending,Yes,D21
B1030701,11/11/2021,A1099282,Attending,Yes,D21
B1030705,11/11/2021,A1099286,Attending,,D21
B1030708,11/11/2021,A1099291,Attending,Yes,D21
B1030711,11/11/2021,A1099294,Attending,Yes,D21
B1030722,11/11/2021,A1099305,Attending,Yes,D21
B1030729,11/11/2021,A1099312,Attending,,D21
B1030733,11/11/2021,A1099316,Attending,,D21
B1030735,11/11/2021,A1099318,Attending,,D21
B1030741,11/11/2021,A1099324,Attending,,D21
B1030746,11/11/2021,A1099329,Attending,Yes,D21
B1030803,11/11/2021,A1099386,Attending,Yes,D21
B1030934,12/11/2021,A1099518,Attending,,D21
B1030935,12/11/2021,A1099519,Attending,Yes,D21
B1030937,12/11/2021,A1099521,Attending,Yes,D21
B1030939,12/11/2021,A1099523,Attending,Yes,D21
B1030942,12/11/2021,A1099526,Attending,Yes,D21
B1030978,12/11/2021,A1099563,Attending,Yes,D21
B1031008,12/11/2021,A1099593,Attending,,D21
B1031008,12/11/2021,A1099594,Attending,,D21
B1031011,12/11/2021,A1099597,Attending,,D21
B1031052,12/11/2021,A1099638,Attending,Yes,D21
B1031068,12/11/2021,A1099654,Attending,Yes,D21
B1031092,12/11/2021,A1099678,Attending,Yes,D21
B1031092,12/11/2021,A1099679,Attending,Yes,D21
B1031398,13/11/2021,A1099992,Attending,,D21
B1031767,15/11/2021,A1100366,Attending,,D21
B1031771,15/11/2021,A1100370,Attending,,D21
B1031785,15/11/2021,A1100384,Attending,,D21
B1031804,15/11/2021,A1100403,Attending,,D21
B1031807,15/11/2021,A1100406,Attending,,D21
B1031815,15/11/2021,A1100414,Attending,,D21
B1031818,15/11/2021,A1100417,Attending,,D21
B1031818,15/11/2021,A1100418,Attending,,D21
B1031823,15/11/2021,A1100423,Attending,Yes,D21
B1031869,15/11/2021,A1100469,Attending,Yes,D21
B1031893,15/11/2021,A1100493,Attending,,D21
B1031902,15/11/2021,A1100502,Attending,Yes,D21
B1031904,15/11/2021,A1100504,Attending,Yes,D21
B1031905,15/11/2021,A1100505,Attending,Yes,D21
B1031910,15/11/2021,A1100510,Attending,,D21
B1031914,15/11/2021,A1100514,Attending,Yes,D21
B1031915,15/11/2021,A1100515,Attending,Yes,D21
B1032020,15/11/2021,A1100620,Attending,,D21
B1032028,15/11/2021,A1100628,Attending,Yes,D21
B1032321,16/11/2021,A1100951,Attending,Yes,D21
B1032326,16/11/2021,A1100956,Attending,,D21
B1032327,16/11/2021,A1100957,Attending,Yes,D21
B1032378,16/11/2021,A1101008,Attending,Yes,D21
B1032384,16/11/2021,A1101014,Attending,Yes,D21
B1032415,16/11/2021,A1101048,Attending,,D21
B1032534,16/11/2021,A1101171,Attending,,D21
B1032744,17/11/2021,A1101392,Attending,,D21
B1032806,17/11/2021,A1101457,Attending,,D21
B1032850,17/11/2021,A1101502,Attending,,D21
B1032873,17/11/2021,A1101525,Attending,,D21
B1032885,17/11/2021,A1101538,Attending,Yes,D21
B1032887,17/11/2021,A1101540,Attending,Yes,D21
B1032905,17/11/2021,A1101558,Attending,,D21
B1032926,17/11/2021,A1101581,Attending,Yes,D21
B1032927,17/11/2021,A1101582,Attending,Yes,D21
B1032936,17/11/2021,A1101592,Attending,,D21
B1032936,17/11/2021,A1101593,Attending,,D21
B1032944,17/11/2021,A1101601,Attending,,D21
B1032947,17/11/2021,A1101604,Attending,Yes,D21
B1032960,17/11/2021,A1101617,Attending,,D21
B1032982,17/11/2021,A1101639,Attending,,D21
B1033114,18/11/2021,A1101774,Attending,Yes,D21
B1033118,18/11/2021,A1101778,Attending,,D21
B1033137,18/11/2021,A1101797,Attending,Yes,D21
B1033175,18/11/2021,A1101835,Attending,,D21
B1033206,18/11/2021,A1101866,Attending,Yes,D21
B1033206,18/11/2021,A1101867,Attending,Yes,D21
B1033211,18/11/2021,A1101872,Attending,Yes,D21
B1033214,18/11/2021,A1101875,Attending,Yes,D21
B1033214,18/11/2021,A1101876,Attending,Yes,D21
B1033214,18/11/2021,A1101877,Attending,Yes,D21
B1033353,18/11/2021,A1102020,Attending,,D21
B1033418,19/11/2021,A1102085,Attending,,D21
B1033459,19/11/2021,A1102127,Attending,Yes,D21
B1033479,19/11/2021,A1102147,Attending,,D21
B1033498,19/11/2021,A1102166,Attending,Yes,D21
B1033498,19/11/2021,A1102167,Attending,Yes,D21
B1033811,22/11/2021,A1102490,Attending,Yes,D21
B1033867,22/11/2021,A1102547,Attending,Yes,D21
B1033870,22/11/2021,A1102550,Attending,Yes,D21
B1033895,22/11/2021,A1102575,Attending,Yes,D21
B1033898,22/11/2021,A1102578,Attending,Yes,D21
B1033900,22/11/2021,A1102580,Attending,Yes,D21
B1033902,22/11/2021,A1102582,Attending,Yes,D21
B1033903,22/11/2021,A1102583,Attending,Yes,D21
B1033907,22/11/2021,A1102587,Attending,Yes,D21
B1033909,22/11/2021,A1102589,Attending,Yes,D21
B1033910,22/11/2021,A1102590,Attending,,D21
B1033911,22/11/2021,A1102591,Attending,Yes,D21
B1033931,22/11/2021,A1102611,Attending,,D21
B1033933,22/11/2021,A1102613,Attending,,D21
B1033938,22/11/2021,A1102618,Attending,,D21
B1033940,22/11/2021,A1102620,Attending,,D21
B1033946,22/11/2021,A1102626,Attending,Yes,D21
B1033947,22/11/2021,A1102627,Attending,Yes,D21
B1033953,22/11/2021,A1102633,Attending,Yes,D21
B1034000,22/11/2021,A1102680,Attending,,D21
B1034002,22/11/2021,A1102682,Attending,,D21
B1034005,22/11/2021,A1102685,Attending,,D21
B1034006,22/11/2021,A1102686,Attending,,D21
B1034008,22/11/2021,A1102688,Attending,,D21
B1034009,22/11/2021,A1102689,Attending,,D21
B1034019,22/11/2021,A1102699,Attending,,D21
B1034037,22/11/2021,A1102717,Attending,,D21
B1034055,22/11/2021,A1102736,Attending,,D21
B1034084,22/11/2021,A1102765,Attending,,D21
B1034085,22/11/2021,A1102766,Attending,,D21
B1034101,22/11/2021,A1102784,Attending,,D21
B1034112,22/11/2021,A1102795,Attending,,D21
B1034222,23/11/2021,A1102908,Attending,Yes,D21
B1034236,23/11/2021,A1102922,Attending,Yes,D21
B1034238,23/11/2021,A1102924,Attending,,D21
B1034245,23/11/2021,A1102931,Attending,,D21
B1034343,23/11/2021,A1103038,Attending,Yes,D21
B1034346,23/11/2021,A1103041,Attending,Yes,D21
B1034347,23/11/2021,A1103042,Attending,Yes,D21
B1034366,23/11/2021,A1103061,Attending,Yes,D21
B1034374,23/11/2021,A1103069,Attending,Yes,D21
